false_positive_rate	threshold	true_positive_rate	method
1.0	0.0	1.0	fathmm_noncoding
1.0	0.01	1.0	fathmm_noncoding
0.999927865541	0.02	1.0	fathmm_noncoding
0.999855731083	0.03	1.0	fathmm_noncoding
0.999350789872	0.04	1.0	fathmm_noncoding
0.998268772993	0.05	0.997955010225	fathmm_noncoding
0.996393277068	0.06	0.99591002045	fathmm_noncoding
0.994157108851	0.07	0.99591002045	fathmm_noncoding
0.99105532713	0.08	0.99591002045	fathmm_noncoding
0.987448604198	0.09	0.99591002045	fathmm_noncoding
0.981677847508	0.1	0.9918200409	fathmm_noncoding
0.977061242155	0.11	0.9836400818	fathmm_noncoding
0.970136334127	0.12	0.9836400818	fathmm_noncoding
0.963355695016	0.13	0.977505112474	fathmm_noncoding
0.958162013994	0.14	0.975460122699	fathmm_noncoding
0.951742047176	0.15	0.967280163599	fathmm_noncoding
0.944745004689	0.16	0.957055214724	fathmm_noncoding
0.93731515545	0.17	0.950920245399	fathmm_noncoding
0.93046238188	0.18	0.942740286299	fathmm_noncoding
0.92411454952	0.19	0.940695296524	fathmm_noncoding
0.917766717161	0.2	0.936605316973	fathmm_noncoding
0.912068094929	0.21	0.928425357873	fathmm_noncoding
0.90673014499	0.22	0.924335378323	fathmm_noncoding
0.900815119383	0.23	0.918200408998	fathmm_noncoding
0.89569357282	0.24	0.907975460123	fathmm_noncoding
0.890860564091	0.25	0.903885480573	fathmm_noncoding
0.886316093198	0.26	0.903885480573	fathmm_noncoding
0.881699487845	0.27	0.901840490798	fathmm_noncoding
0.877804227079	0.28	0.899795501022	fathmm_noncoding
0.875207386569	0.29	0.895705521472	fathmm_noncoding
0.872249873765	0.3	0.895705521472	fathmm_noncoding
0.869148092044	0.31	0.889570552147	fathmm_noncoding
0.867272596119	0.32	0.887525562372	fathmm_noncoding
0.864531486691	0.33	0.887525562372	fathmm_noncoding
0.861790377263	0.34	0.887525562372	fathmm_noncoding
0.859554209046	0.35	0.885480572597	fathmm_noncoding
0.857462309745	0.36	0.883435582822	fathmm_noncoding
0.855298275986	0.37	0.879345603272	fathmm_noncoding
0.853855586814	0.38	0.879345603272	fathmm_noncoding
0.852196494265	0.39	0.879345603272	fathmm_noncoding
0.850537401717	0.4	0.877300613497	fathmm_noncoding
0.849455384837	0.41	0.877300613497	fathmm_noncoding
0.847940561206	0.42	0.873210633947	fathmm_noncoding
0.84721921662	0.43	0.873210633947	fathmm_noncoding
0.845560124071	0.44	0.871165644172	fathmm_noncoding
0.844333838275	0.45	0.871165644172	fathmm_noncoding
0.842819014643	0.46	0.869120654397	fathmm_noncoding
0.841232056553	0.47	0.867075664622	fathmm_noncoding
0.840294308591	0.48	0.867075664622	fathmm_noncoding
0.838851619419	0.49	0.867075664622	fathmm_noncoding
0.83827454375	0.5	0.862985685072	fathmm_noncoding
0.837697468081	0.51	0.862985685072	fathmm_noncoding
0.83668758566	0.52	0.862985685072	fathmm_noncoding
0.835244896487	0.53	0.862985685072	fathmm_noncoding
0.834235014066	0.54	0.862985685072	fathmm_noncoding
0.832936593811	0.55	0.862985685072	fathmm_noncoding
0.83142177018	0.56	0.862985685072	fathmm_noncoding
0.8303397533	0.57	0.858895705521	fathmm_noncoding
0.829041333045	0.58	0.854805725971	fathmm_noncoding
0.827742912789	0.59	0.852760736196	fathmm_noncoding
0.826516626993	0.6	0.850715746421	fathmm_noncoding
0.825290341196	0.61	0.848670756646	fathmm_noncoding
0.823919786482	0.62	0.846625766871	fathmm_noncoding
0.82298203852	0.63	0.846625766871	fathmm_noncoding
0.821755752723	0.64	0.846625766871	fathmm_noncoding
0.820962273678	0.65	0.846625766871	fathmm_noncoding
0.819375315588	0.66	0.846625766871	fathmm_noncoding
0.818076895333	0.67	0.844580777096	fathmm_noncoding
0.81663420616	0.68	0.844580777096	fathmm_noncoding
0.815191516988	0.69	0.842535787321	fathmm_noncoding
0.813604558898	0.7	0.842535787321	fathmm_noncoding
0.811945466349	0.71	0.842535787321	fathmm_noncoding
0.81086344947	0.72	0.842535787321	fathmm_noncoding
0.809060088004	0.73	0.842535787321	fathmm_noncoding
0.807112457621	0.74	0.842535787321	fathmm_noncoding
0.80559763399	0.75	0.840490797546	fathmm_noncoding
0.804082810359	0.76	0.838445807771	fathmm_noncoding
0.802351583351	0.77	0.836400817996	fathmm_noncoding
0.800403952968	0.78	0.836400817996	fathmm_noncoding
0.797734977999	0.79	0.834355828221	fathmm_noncoding
0.796220154368	0.8	0.834355828221	fathmm_noncoding
0.794056120609	0.81	0.826175869121	fathmm_noncoding
0.790521532136	0.82	0.826175869121	fathmm_noncoding
0.787203347039	0.83	0.822085889571	fathmm_noncoding
0.784173699776	0.84	0.822085889571	fathmm_noncoding
0.779917766717	0.85	0.820040899796	fathmm_noncoding
0.774147010027	0.86	0.80981595092	fathmm_noncoding
0.766789295246	0.87	0.80163599182	fathmm_noncoding
0.759792252759	0.88	0.78936605317	fathmm_noncoding
0.750703310972	0.89	0.783231083845	fathmm_noncoding
0.736420688163	0.9	0.775051124744	fathmm_noncoding
0.718892014715	0.91	0.764826175869	fathmm_noncoding
0.698333694006	0.92	0.746421267894	fathmm_noncoding
0.672581692274	0.93	0.709611451943	fathmm_noncoding
0.641347471687	0.94	0.680981595092	fathmm_noncoding
0.602827670778	0.95	0.623721881391	fathmm_noncoding
0.544326624829	0.96	0.554192229039	fathmm_noncoding
0.444708937459	0.97	0.449897750511	fathmm_noncoding
0.312702878165	0.98	0.327198364008	fathmm_noncoding
0.153285724591	0.99	0.157464212679	fathmm_noncoding
0.0	1.0	0.0	fathmm_noncoding
1.0	0.0	1.0	fathmm_coding
0.973743057058	0.01	0.985685071575	fathmm_coding
0.947486114117	0.02	0.957055214724	fathmm_coding
0.925917910986	0.03	0.942740286299	fathmm_coding
0.909038447666	0.04	0.930470347648	fathmm_coding
0.895188631609	0.05	0.914110429448	fathmm_coding
0.884440597273	0.06	0.905930470348	fathmm_coding
0.872754814975	0.07	0.893660531697	fathmm_coding
0.862655990767	0.08	0.887525562372	fathmm_coding
0.853422780062	0.09	0.881390593047	fathmm_coding
0.845560124071	0.1	0.875255623722	fathmm_coding
0.838058140374	0.11	0.871165644172	fathmm_coding
0.831998845849	0.12	0.867075664622	fathmm_coding
0.826300223617	0.13	0.862985685072	fathmm_coding
0.821178677054	0.14	0.862985685072	fathmm_coding
